ORF	gene	hmm_call	custom_call	biotradis_call	gumbel_call
MB3168C	 PPE52	NE	NE	NE	NE
MB3169	 nuoA	NE	NE	NE	NE
MB3170	 nuoB	NE	NE	NE	NE
MB3171	 nuoC	NE	NE	NE	NE
MB3172	 nuoD	NE	NE	NE	NE
MB3173	 nuoE	NE	NE	NE	NE
MB3174	 nuoF	NE	NE	NE	U
MB3175	 nuoG	NE	AMB	NE	NE
MB3176	 nuoH	NE	NE	NE	NE
MB3177	 nuoI	NE	NE	NE	NE
MB3178	 nuoJ	NE	NE	NE	U
MB3179	 nuoK	NE	NE	NE	NE
MB3180	 nuoL	NE	NE	NE	U
MB3181	 nuoM	NE	NE	NE	NE
MB3182	 nuoN	NE	NE	NE	NE
MB3183C	 PPE53	NE	NE	NE	NE
MB3184C	 PPE70	NE	NE	NE	NE
MB3185C	 -	NE	NE	NE	NE
MB3186C	 -	NE	NE	NE	NE
MB3187C	 -	NE	NE	NE	U
MB3188C	 -	NE	NE	NE	NE
MB3189C	 moxR3	NE	NE	NE	NE
MB3190C	 -	NE	NE	NE	U
MB3191C	 -	NE	AMB	NE	NE
MB3192C	 -	ES	NE	NE	U
MB3193	 -	NE	ES	NE	NE
MB3194	 -	NE	NE	NE	NE
MB3195	 aofH	NE	NE	NE	NE
MB3196C	 hpx	NE	NE	NE	NE
MB3197C	 -	NE	NE	NE	NE
MB3198C	 -	NE	AMB	NE	NE
MB3199	 -	NE	NE	NE	NE
MB3200	 -	NE	NE	NE	S
MB3201C	 mesTb	NE	AMB	NE	NE
MB3202C	 mesTa	NE	NE	NE	NE
MB3203	 -	NE	NE	NE	NE
MB3204	 -	NE	NE	NE	NE
MB3205	 -	NE	NE	NE	NE
MB3206C	 -	NE	NE	NE	U
MB3207C	 -	NE	ES	ES	S
MB3208	 -	NE	AMB	NE	NE
MB3209	 -	NE	NE	ES	NE
MB3210	 -	NE	NE	NE	NE
MB3211	 -	NE	NE	NE	NE
MB3212C	 -	NE	NE	NE	NE
MB3212A	 len: 69 aa. Equivalent to Rv3190A len: 69 aa	NE	NE	NE	NE
MB3213C	 -	NE	NE	NE	NE
MB3214	 -	ES	NE	NE	U
MB3215C	 -	NE	ES	NE	NE
MB3216C	 -	NE	NE	NE	U
MB3217	 -	NE	NE	NE	NE
MB3218	 -	NE	NE	NE	S
MB3219C	 -	NE	NE	NE	NE
MB3220	 -	NE	NE	NE	NE
MB3221C	 whiB7	ES	ES	NE	ES
MB3222C	 UvrD2	NE	AMB	AMB	NE
MB3223	 -	NE	NE	NE	NE
MB3224C	 nudC	NE	NE	NE	NE
MB3225C	 -	NE	NE	NE	U
MB3226C	 -	NE	NE	NE	NE
MB3227C	 -	NE	NE	NE	S
MB3227A	NA	NA	NE	NE	NA
MB3228	 lipV	NE	NE	NE	NE
MB3229	 -	NE	NE	NE	NE
MB3230C	 -	ES	NE	NE	ES
MB3231C	 moeB1	NE	NE	ES	NE
MB3232C	 -	NE	NE	NE	NE
MB3233	 -	NE	NE	NE	NE
MB3234C	 TB9.4	NE	NE	NE	NE
MB3235	 -	NE	NE	NE	U
MB3236C	 -	NE	NE	ES	U
MB3237	 rhlE	ES	NE	NE	ES
MB3238	 -	NE	AMB	NE	NE
MB3239C	 -	NE	NE	NE	NE
MB3240	 gpm2	NE	NE	NE	NE
MB3241	 entC	NE	NE	NE	NE
MB3242	 -	NE	NE	NE	NE
MB3243C	 -	NE	NE	NE	NE
MB3244	 -	ES	NE	NE	U
MB3245	 whiB1	NE	ES	ES	NE
MB3246C	 -	NE	NE	NE	S
MB3247C	 TB7.3	NE	NE	NE	S
MB3248C	 -	NE	AMB	ES	U
MB3249C	 -	NE	ES	ES	NE
MB3250C	 sigH	NE	NE	NE	NE
MB3251	 -	NE	NE	NE	S
MB3252	 -	NE	NE	NE	S
MB3253	 -	NE	NE	NE	NE
MB3254C	 -	NE	NE	NE	NE
MB3255C	 -	NE	NE	NE	U
MB3256	 aroA	NE	ES	ES	U
MB3257	 -	NE	AMB	AMB	NE
MB3258C	 -	NE	NE	NE	NE
MB3259C	 -	NE	NE	NE	NE
MB3260C	 -	NE	NE	NE	NE
MB3261C	 pvdS	NE	NE	NE	NE
MB3262C	 -	NE	NE	NE	NE
MB3263	 -	NE	NE	NE	NE
MB3264C	 -	NE	NE	NE	NE
MB3265C	 -	NE	NE	NE	NE
MB3266C	 -	NE	NE	NE	NE
MB3267C	 -	ES	NE	NE	ES
MB3268C	 secA1	NE	ES	ES	NE
MB3269C	 -	GD	NE	NE	NE
MB3270C	 -	GD	AMB	NE	U
MB3271C	 -	GD	ES	ES	ES
MB3272C	 lpqB	ES	ES	ES	ES
MB3273C	 mtrB	ES	ES	AMB	U
MB3274C	 mtrA	GD	ES	ES	U
MB3275C	 tmk	ES	ES	ES	ES
MB3276C	 sahH	NE	ES	ES	NE
MB3277C	 -	NE	NE	NE	S
MB3278C	 -	NE	NE	NE	NE
MB3279C	 -	NE	NE	NE	NE
MB3280C	 alkB	NE	NE	NE	NE
MB3281C	 -	NE	NE	NE	NE
MB3282	 -	ES	NE	NE	ES
MB3283C	 manA	ES	ES	AMB	U
MB3284C	 -	ES	ES	NE	ES
MB3285C	 manB	NE	ES	ES	U
MB3286C	 -	GD	NE	NE	S
MB3287	 -	GD	AMB	ES	S
MB3288C	 whiB2	GD	ES	ES	NE
MB3289	 fbiA	NE	NE	NE	U
MB3290	 fbiB	NE	AMB	NE	NE
MB3291	 -	ES	NE	NE	ES
MB3292C	 manC	ES	ES	ES	ES
MB3293C	 wbbL1	ES	ES	AMB	ES
MB3294C	 rmld	GD	ES	ES	U
MB3295	 -	NE	AMB	NE	NE
MB3296	 -	NE	NE	NE	NE
MB3297	 -	NE	NE	NE	U
MB3298	 ctpC	NE	AMB	NE	NE
MB3299C	 -	NE	NE	NE	NE
MB3300	 -	NE	NE	NE	NE
MB3301	 -	NE	NE	NE	NE
MB3302C	 fadE25	ES	NE	NE	U
MB3303C	 purE	ES	ES	NE	U
MB3304C	 purK	NE	ES	ES	U
MB3305	 -	NE	NE	NE	NE
MB3306C	 -	NE	NE	NE	U
MB3307C	 birA	ES	AMB	AMB	ES
MB3308	 accD5	ES	ES	AMB	S
MB3309	 -	NE	ES	ES	NE
MB3310	 -	NE	NE	NE	NE
MB3311	 sseA	NE	NE	NE	NE
MB3312	 -	ES	NE	NE	ES
MB3313	 accA3	NE	ES	ES	NE
MB3314C	 sigF	NE	NE	NE	NE
MB3315C	 rsbW	NE	NE	NE	NE
MB3316C	 usfY	NE	NE	NE	NE
MB3317C	 -	NE	NE	NE	NE
MB3318C	 lat	NE	NE	NE	NE
MB3319C	 -	NE	NE	NE	U
MB3320	 -	NE	NE	NE	NE
MB3321	 pcd	NE	NE	NE	NE
MB3322C	 -	NE	NE	NE	NE
MB3323	 -	NE	NE	NE	NE
MB3324	 lhr	NE	NE	NE	NE
MB3325	 nei	NE	NE	NE	NE
MB3326C	 lpqC	NE	NE	NE	U
MB3327C	 atsB	NE	NE	NE	NE
MB3328C	 -	NE	NE	NE	NE
MB3329C	 phoY1	NE	NE	NE	NE
MB3330C	 glpD2	NE	NE	NE	NE
MB3331C	 lpdA	NE	NE	NE	NE
MB3332	 -	NE	NE	NE	U
MB3333C	 amiA1	NE	NE	NE	NE
MB3334C	 amiB1	NE	NE	NE	NE
MB3335	 deoD	NE	NE	NE	NE
MB3336	 pmmB	NE	NE	NE	NE
MB3337C	 upp	NE	NE	NE	NE
MB3338	 -	NE	NE	NE	NE
MB3339	 -	NE	NE	NE	NE
MB3340C	 -	NE	NE	NE	NE
MB3341C	 -	NE	NE	NE	NE
MB3342C	 add	NE	NE	NE	NE
MB3343C	 deoA	NE	NE	NE	NE
MB3344C	 cdd	NE	NE	NE	NE
MB3345	 sdhC	NE	NE	NE	NE
MB3346	 sdhD	NE	NE	NE	NE
MB3347	 sdhA	NE	NE	NE	NE
MB3348	 sdhB	NE	ES	NE	NE
MB3349C	 -	NE	NE	NE	NE
MB3350C	 -	NE	NE	NE	NE
MB3351C	 -	NE	NE	NE	NE
MB3352C	 moaX	NE	NE	NE	NE
MB3353C	 moaC3	NE	NE	NE	S
MB3354C	 moaB3	NE	NE	NE	NE
MB3355C	 moaA3	NE	NE	NE	NE
MB3356	 -	NE	NE	NE	NE
MB3357	 -	NE	NE	NE	NE
MB3358	 embR2	NE	NE	NE	NE
MB3359C	 -	NE	NE	NE	NE
MB3360	 -	NE	NE	NE	NE
MB3361C	 sigJ	NE	NE	NE	NE
MB3362	 -	NE	NE	NE	NE
MB3363	 dacB1	NE	NE	NE	NE
MB3364	 sugI	NE	NE	NE	U
MB3365	 nagA	NE	ES	NE	NE
MB3366C	 -	NE	NE	NE	NE
MB3367	 -	NE	NE	NE	NE
MB3368C	 -	ES	NE	NE	ES
MB3369C	 trpS	NE	ES	ES	NE
MB3370	 -	NE	NE	NE	NE
MB3371C	 icd1	NE	NE	NE	NE
MB3372	 metC	ES	NE	NE	ES
MB3373	 metA	GA	ES	ES	NE
MB3374	 -	ES	NE	NE	U
MB3375C	 PPE54	NE	NE	NE	U
MB3376C	 PE_PGRS50b	NE	ES	NE	NE
MB3377C	 PE_PGRS50a	NE	NE	NE	S
MB3378C	 -	NE	NE	NE	NE
MB3379C	 PPE55b	NE	NE	NE	NE
MB3380C	 PPE55a	NE	NE	NE	NE
MB3381	 -	NE	NE	NE	NE
MB3382C	 -	NE	NE	NE	NE
MB3383C	 PPE56d	NE	NE	NE	NE
MB3384C	 PPE56b	NE	NE	NE	NE
MB3385C	 PPE56a	NE	NE	NE	NE
MB3386C	 -	NE	NE	NE	S
MB3387C	 -	NE	NE	ES	S
MB3388C	 -	NE	NE	NE	NE
MB3389	 -	NE	NE	NE	NE
MB3390C	 -	ES	NE	NE	U
MB3391C	 folD	NE	ES	ES	NE
MB3392	 -	NE	NE	NE	S
MB3393	 -	NE	NE	NE	NE
MB3394	 -	NE	NE	NE	S
MB3395	 -	NE	NE	NE	NE
MB3396C	 -	NE	NE	NE	U
MB3397C	 -	NE	AMB	NE	NE
MB3398C	 -	NE	NE	NE	NE
MB3399C	 -	NE	NE	NE	NE
MB3400C	 -	NE	NE	NE	NE
MB3401	 spoU	NE	NE	NE	NE
MB3402	 PE_PGRS51	NE	NE	NE	NE
MB3403C	 -	NE	NE	NE	NE
MB3404	 -	NE	NE	NE	U
MB3405C	 dnaE2	NE	NE	NE	U
MB3406	 -	NE	NE	NE	U
MB3407	 otsB2	NE	ES	ES	NE
MB3408	 echA18	NE	NE	NE	NE
MB3409	 amiD	NE	NE	NE	NE
MB3410	 -	NE	NE	NE	NE
MB3411C	 -	GD	NE	NE	U
MB3412C	 -	NE	NE	NE	NE
MB3413C	 dxs2	NE	NE	NE	NE
MB3414C	 lytB1	NE	NE	NE	NE
MB3415C	 idsB	NE	NE	NE	NE
MB3416C	 -	NE	NE	NE	NE
MB3417C	 -	NE	NE	NE	NE
MB3418	 -	NE	NE	NE	NE
MB3419	 -	NE	NE	NE	NE
MB3420	 PE_PGRS52	NE	ES	NE	NE
MB3421C	 -	NE	NE	NE	NE
MB3422	 lpqD	NE	NE	NE	U
MB3423	 acrA1	NE	NE	NE	U
MB3424C	 cmaA1	NE	NE	NE	NE
MB3425	 iunH	NE	NE	NE	U
MB3426C	 -	NE	NE	NE	U
MB3427C	 -	NE	ES	ES	NE
MB3428	 -	GD	NE	NE	ES
MB3429C	 guaA	GD	ES	ES	NE
MB3430C	 phyA	NE	ES	NE	U
MB3431C	 idsA1	NE	AMB	NE	U
MB3432	 -	NE	NE	NE	NE
MB3433	 -	NE	NE	NE	NE
MB3434	 -	NE	NE	NE	NE
MB3436C	 -	NE	NE	NE	NE
MB3437C	 -	NE	NE	NE	NE
MB3438C	 -	NE	NE	NE	NE
MB3439C	 -	NE	NE	NE	NE
MB3440	 -	NE	NE	NE	S
MB3441	 -	NE	NE	NE	NE
MB3442	 -	NE	NE	NE	U
MB3443C	 choD	ES	NE	NE	ES
MB3444C	 guaB3	NE	ES	ES	ES
MB3445C	 guaB2	NE	ES	AMB	NE
MB3446	 -	NE	NE	NE	NE
MB3447C	 -	NE	AMB	NE	NE
MB3448C	 sigD	NE	NE	NE	NE
MB3449C	 -	NE	NE	NE	NE
MB3450	 whiB3	ES	NE	NE	U
MB3451C	 groEL1	ES	ES	NE	S
MB3452C	 groES	NE	ES	ES	NE
MB3453C	 -	NE	NE	NE	NE
MB3454C	 rimI	NE	NE	NE	NE
MB3455C	 -	NE	NE	NE	U
MB3456C	 -	NE	NE	ES	U
MB3457C	 alr	NE	AMB	NE	NE
MB3458C	 -	NE	NE	NE	NE
MB3459	 PPE57	NE	NE	NE	NE
MB3460C	 -	NE	NE	NE	NE
MB3461C	 -	NE	NE	NE	NE
MB3462C	 gadB	NE	NE	NE	NE
MB3463C	 -	NE	AMB	NE	NE
MB3464C	 -	NE	NE	NE	NE
MB3465C	 -	ES	NE	NE	ES
MB3466C	 glmS	NE	ES	ES	NE
MB3467	 -	NE	NE	NE	NE
MB3468	 -	NE	NE	NE	NE
MB3469C	 -	NE	NE	NE	NE
MB3470C	 -	ES	NE	NE	ES
MB3471C	 mrsA	ES	AMB	ES	NE
MB3472C	 rpsI	ES	ES	NE	U
MB3473C	 rplM	NE	ES	ES	NE
MB3474C	 esxT	NE	NE	NE	NE
MB3475C	 len: 105 aa. Equivalent to Rv3445c len: 105 aa	NE	NE	NE	NE
MB3476C	 -	NE	AMB	NE	ES
MB3477C	 -	NE	NE	NE	U
MB3478	 -	NE	NE	NE	NE
MB3479	 -	NE	NE	NE	NE
MB3480C	 -	NE	NE	NE	NE
MB3481	 cut3	NE	NE	NE	NE
MB3482	 cut4	NE	NE	NE	NE
MB3483	 -	GD	NE	NE	NE
MB3484C	 truA	GD	AMB	NE	U
MB3485C	 rplQ	GD	ES	ES	U
MB3486C	 rpoA	ES	ES	ES	U
MB3487C	 rpsD	ES	ES	AMB	S
MB3488C	 rpsK	ES	ES	ES	U
MB3489C	 rpsM	NE	ES	ES	S
MB3490C	 rpmJ	NE	NE	ES	U
MB3491C	 infA	NE	AMB	NE	NE
MB3492	 -	ES	NE	NE	ES
MB3493	 rmlB1	ES	ES	ES	U
MB3494	 rmlC	NE	ES	ES	NE
MB3495	 -	NE	NE	NE	NE
MB3496	 -	NE	NE	NE	NE
MB3497C	 rmlB2	NE	NE	NE	NE
MB3498C	 mhpE	NE	NE	NE	NE
MB3499C	 ilvB2	NE	NE	NE	NE
MB3500C	 -	NE	NE	NE	NE
MB3501	 -	NE	NE	NE	NE
MB3502C	 bpoA	NE	NE	NE	NE
MB3503C	 kgtP	NE	NE	NE	NE
MB3504	 PE31	NE	NE	NE	NE
MB3505	 PPE60	NE	NE	NE	NE
MB3507	 -	NE	NE	NE	NE
MB3508	 -	NE	AMB	NE	NE
MB3509C	 -	NE	NE	NE	NE
MB3510C	 -	NE	NE	NE	NE
MB3511C	 -	NE	NE	NE	NE
MB3512C	 -	NE	NE	NE	NE
MB3513C	 -	GA	NE	NE	NE
MB3514	 cpsA	GA	NE	NE	NE
MB3515C	 -	GA	NE	NE	NE
MB3516	 -	GA	NE	NE	NE
MB3517C	 lipF	GA	NE	NE	NE
MB3518	 -	GA	NE	NE	S
MB3519	 -	ES	NE	NE	U
MB3520	 otsA	NE	ES	AMB	NE
MB3521	 -	NE	NE	NE	NE
MB3522C	 -	NE	NE	NE	NE
MB3523C	 -	NE	NE	NE	NE
MB3524C	 mce4F	NE	NE	NE	NE
MB3525C	 lprN	NE	NE	NE	NE
MB3526C	 mce4D	NE	NE	NE	NE
MB3527C	 mce4C	NE	NE	NE	NE
MB3528C	 mce4B	NE	NE	NE	NE
MB3529C	 mce4A	NE	NE	NE	NE
MB3530C	 yrbE4B	NE	NE	NE	U
MB3531C	 yrbE4A	NE	NE	NE	NE
MB3532C	 -	NE	NE	NE	S
MB3533C	 fdxD	NE	NE	NE	U
MB3534	 fadE26	NE	NE	NE	NE
MB3535	 fadE27	NE	NE	NE	NE
MB3536	 fadD17	NE	NE	NE	NE
MB3537	 PE_PGRS53	GD	AMB	NE	U
MB3538	 PE_PGRS54	NE	AMB	NE	NE
MB3539C	 ilvX	NE	NE	NE	NE
MB3540C	 -	NE	NE	NE	NE
MB3541	 PE_PGRS55	NE	AMB	NE	NE
MB3542C	 fadD18	NE	NE	NE	NE
MB3543	 PE_PGRS57	NE	NE	NE	NE
MB3544C	 fadD19	NE	NE	NE	NE
MB3545	 echA19	NE	NE	NE	NE
MB3546	 -	NE	NE	NE	NE
MB3547C	 cyp142b	NE	AMB	NE	NE
MB3548C	 cyp142a	NE	NE	NE	NE
MB3549	 -	NE	NE	NE	NE
MB3550C	 -	NE	NE	NE	NE
MB3551	 -	NE	NE	NE	U
MB3552	 -	NE	NE	NE	NE
MB3553	 -	NE	NE	NE	NE
MB3554	 -	NE	NE	NE	NE
MB3555C	 -	NE	NE	NE	NE
MB3556	 -	NE	NE	NE	NE
MB3557	 -	NE	NE	NE	NE
MB3558C	 -	NE	NE	NE	NE
MB3559C	 -	NE	NE	NE	U
MB3560C	 -	NE	NE	NE	NE
MB3561C	 -	NE	NE	NE	NE
MB3562	 PPE61	NE	NE	NE	NE
MB3563C	 PPE62	NE	NE	NE	NE
MB3564C	 -	NE	NE	NE	NE
MB3565C	 -	NE	NE	NE	U
MB3566C	 -	NE	NE	NE	NE
MB3567	 -	ES	NE	NE	ES
MB3568	 -	NE	ES	NE	NE
MB3569	 PPE63	NE	NE	NE	U
MB3570C	 ltp2	NE	ES	NE	NE
MB3571C	 -	NE	NE	NE	NE
MB3572C	 -	GD	ES	NE	U
MB3573C	 fadE29	GD	ES	NE	U
MB3574C	 fadE28	NE	NE	NE	U
MB3575C	 cyp125	NE	NE	NE	U
MB3576	 fadA5	NE	NE	NE	NE
MB3577	 -	NE	NE	NE	NE
MB3578C	 -	NE	NE	NE	NE
MB3579C	 -	NE	AMB	NE	NE
MB3580	 echA20	ES	ES	NE	U
MB3581	 -	NE	ES	ES	NE
MB3582	 -	NE	NE	NE	NE
MB3583	 -	NE	NE	NE	NE
MB3584	 fdxB	NE	NE	NE	NE
MB3585C	 -	NE	NE	NE	NE
MB3586C	 fadA6	NE	NE	NE	NE
MB3587C	 -	NE	NE	NE	NE
MB3588	 PPE64	NE	NE	NE	NE
MB3589C	 -	NE	NE	NE	NE
MB3590C	 fadE30	NE	NE	NE	NE
MB3591	 fadD3	NE	AMB	NE	U
MB3592	 fadE31	NE	ES	NE	U
MB3593	 fadE32	NE	AMB	NE	U
MB3594	 fadE33	NE	NE	NE	U
MB3595	 aspB	NE	ES	NE	NE
MB3596C	 nat	NE	NE	NE	S
MB3597C	 -	NE	NE	NE	NE
MB3598C	 -	NE	NE	NE	U
MB3599C	 bphC	NE	AMB	NE	NE
MB3600C	 bphD	NE	NE	NE	U
MB3601C	 -	NE	NE	NE	NE
MB3602	 hmp	NE	NE	NE	NE
MB3603	 -	NE	NE	NE	U
MB3604C	 fadE34	NE	NE	NE	NE
MB3605	 -	NE	NE	NE	NE
MB3606C	 -	NE	NE	NE	NE
MB3607	 lppH	NE	NE	NE	U
MB3608	 -	NE	AMB	NE	NE
MB3609	 arsB2	NE	NE	NE	NE
MB3610C	 -	ES	NE	NE	ES
MB3611C	 cysS1	ES	ES	ES	U
MB3612C	 ispF	ES	ES	ES	U
MB3613C	 ispD	ES	ES	ES	U
MB3614C	 -	NE	ES	ES	NE
MB3615	 lpqE	NE	NE	AMB	U
MB3616	 radA	NE	NE	NE	NE
MB3617	 -	ES	NE	NE	U
MB3618C	 -	NE	AMB	ES	U
MB3619C	 -	NE	NE	ES	NE
MB3620	 mutY	NE	NE	NE	U
MB3621C	 PE_PGRS58	NE	AMB	NE	NE
MB3622C	 -	NE	NE	NE	S
MB3623	 TB11.2	NE	NE	NE	NE
MB3624	 lpqF	NE	AMB	NE	NE
MB3625	 -	NE	NE	NE	NE
MB3626C	 PE_PGRS59	ES	NE	NE	ES
MB3627C	 clpC	NE	ES	ES	U
MB3628C	 lsr2	ES	ES	ES	U
MB3629C	 lysS	NE	ES	ES	S
MB3629A	 len: 27 aa. Equivalent to Rv3599c len: 27 aa	NE	NE	NE	NE
MB3630C	 -	ES	NE	NE	U
MB3631C	 panD	ES	ES	ES	U
MB3632C	 panC	NE	ES	ES	NE
MB3633C	 -	ES	ES	AMB	ES
MB3634C	 -	NE	ES	ES	NE
MB3635C	 -	GD	NE	NE	U
MB3636C	 folK	GD	ES	NE	U
MB3637C	 folB	ES	ES	AMB	U
MB3638C	 folP1	ES	ES	ES	U
MB3639C	 folE	GD	ES	ES	U
MB3640C	 ftsH	NE	AMB	NE	S
MB3641	 -	NE	ES	ES	NE
MB3642C	 -	NE	NE	NE	S
MB3643C	 -	NE	NE	NE	NE
MB3644C	 -	NE	NE	NE	NE
MB3645C	 -	NE	NE	NE	NE
MB3646C	 -	NE	NE	NE	NE
MB3647	 lpqG	ES	NE	NE	U
MB3648C	 hpt	ES	AMB	ES	U
MB3649C	 mesJ	NE	ES	ES	NE
MB3650C	 -	ES	NE	NE	ES
MB3651C	 -	NE	ES	ES	U
MB3652	 ppa	NE	ES	AMB	NE
MB3653C	 -	NE	NE	NE	U
MB3654	 -	NE	NE	NE	NE
MB3655	 -	NE	NE	NE	NE
MB3656	 -	NE	NE	NE	NE
MB3657	 -	NE	NE	NE	NE
MB3658C	 galE1	ES	ES	AMB	ES
MB3659	 -	ES	ES	ES	ES
MB3660	 -	NE	NE	NE	NE
MB3661	 -	NE	NE	NE	NE
MB3662	 -	NE	NE	NE	NE
MB3663C	 -	NE	NE	NE	U
MB3664C	 -	NE	NE	NE	NE
MB3665C	 fic	NE	NE	NE	S
MB3666C	 -	NE	NE	ES	NE
MB3667	 -	ES	NE	NE	S
MB3668C	 -	GD	ES	ES	ES
MB3669	 -	ES	ES	ES	U
MB3670C	 topA	NE	ES	ES	NE
MB3671C	 -	NE	NE	NE	S
MB3672C	 cspA	NE	NE	ES	U
MB3673	 -	NE	NE	NE	S
MB3674	 PE33	NE	ES	NE	NE
MB3675	 -	NE	NE	NE	NE
MB3676	 PE_PGRS60	NE	NE	NE	NE
MB3677	 PE_PGRS61	NE	NE	NE	S
MB3678C	 -	NE	NE	NE	NE
MB3679C	 -	NE	NE	NE	S
MB3680C	 -	NE	NE	NE	NE
MB3681C	 -	NE	NE	NE	U
MB3682C	 -	NE	NE	NE	NE
MB3683C	 -	NE	AMB	NE	NE
MB3684C	 -	NE	AMB	NE	NE
MB3685	 -	NE	NE	NE	NE
MB3686C	 -	NE	ES	ES	NE
MB3687C	 dppD	NE	NE	NE	NE
MB3688C	 dppC	NE	NE	NE	U
MB3689C	 dppB	NE	AMB	NE	U
MB3690C	 dppA	NE	AMB	NE	U
MB3691	 acs	NE	NE	NE	NE
MB3692C	 -	NE	NE	NE	NE
MB3693	 -	GD	NE	ES	U
MB3694	 ephE	GD	AMB	NE	U
MB3695C	 -	NE	ES	AMB	NE
MB3696C	 -	NE	NE	NE	U
MB3697C	 -	NE	ES	ES	NE
MB3698C	 nth	NE	NE	NE	NE
MB3699	 -	NE	NE	NE	S
MB3700	 -	NE	NE	ES	U
MB3701C	 -	NE	NE	NE	NE
MB3702C	 -	NE	NE	NE	S
MB3703C	 -	NE	NE	NE	U
MB3704	 -	ES	AMB	NE	ES
MB3705	 -	NE	ES	AMB	NE
MB3706C	 whiB4	ES	NE	NE	ES
MB3707	 ponA2	NE	AMB	NE	NE
MB3708	 -	NE	NE	NE	NE
MB3709	 -	NE	NE	NE	S
MB3710C	 cyp137	NE	NE	NE	NE
MB3711C	 -	NE	NE	NE	NE
MB3712C	 -	NE	NE	NE	NE
MB3713C	 -	NE	NE	NE	NE
MB3714	 -	NE	NE	NE	NE
MB3715	 -	NE	NE	NE	U
MB3716	 -	NE	NE	NE	NE
MB3717	 moxR2	NE	NE	NE	NE
MB3718	 -	NE	AMB	NE	NE
MB3719C	 -	NE	NE	NE	NE
MB3720	 -	NE	NE	NE	NE
MB3721C	 glpKb	NE	NE	NE	NE
MB3722C	 glpKa	NE	NE	NE	NE
MB3723C	 -	NE	NE	NE	S
MB3723A	 len: 74 aa. Equivalent to Rv3697A len: 74 aa	NE	NE	NE	NE
MB3724	 -	NE	NE	NE	NE
MB3725	 -	NE	NE	NE	NE
MB3726C	 -	NE	AMB	NE	NE
MB3727C	 -	NE	AMB	NE	U
MB3728C	 -	NE	AMB	NE	NE
MB3729C	 -	NE	NE	NE	NE
MB3730C	 gshA	NE	NE	NE	NE
MB3731C	 -	NE	NE	NE	S
MB3732C	 -	NE	NE	NE	S
MB3733C	 -	NE	NE	NE	NE
MB3734C	 -	GD	NE	NE	U
MB3735C	 asd	GD	ES	ES	U
MB3736C	 ask	NE	ES	ES	NE
MB3737	 leuA	NE	NE	NE	NE
MB3738C	 dnaQ	ES	NE	NE	U
MB3739	 -	ES	ES	ES	U
MB3740	 cobQ2	GA	ES	ES	NE
MB3741C	 -	NE	NE	NE	NE
MB3742C	 recR	NE	AMB	NE	S
MB3743C	 -	NE	NE	NE	NE
MB3744	 -	NE	NE	NE	U
MB3745C	 -	NE	NE	NE	NE
MB3746	 -	NE	NE	NE	NE
MB3747	 -	ES	NE	NE	ES
MB3748C	 dnaZX	ES	ES	ES	U
MB3749C	 -	NE	ES	ES	S
MB3750	 -	NE	NE	NE	NE
MB3751	 cut5	NE	NE	NE	NE
MB3752	 -	NE	NE	NE	NE
MB3753	 -	NE	NE	NE	NE
MB3754	 -	NE	NE	NE	NE
MB3755	 -	NE	NE	NE	NE
MB3756	 -	NE	NE	NE	NE
MB3757C	 -	NE	NE	NE	NE
MB3758	 ligC	NE	NE	NE	NE
MB3759	 -	NE	NE	NE	NE
MB3760C	 -	NE	NE	NE	NE
MB3761C	 -	NE	NE	NE	NE
MB3762	 -	NE	NE	NE	NE
MB3763	 -	NE	NE	NE	NE
MB3764	 -	NE	NE	NE	NE
MB3765C	 PPE66	NE	NE	NE	NE
MB3766C	 -	NE	NE	NE	NE
MB3767C	 -	NE	NE	NE	NE
MB3768C	 -	NE	NE	NE	NE
MB3769C	 ctpJ	NE	NE	NE	NE
MB3770	 -	NE	NE	NE	S
MB3771C	 -	NE	NE	NE	NE
MB3772C	 PE34	NE	NE	NE	NE
MB3773	 -	NE	NE	NE	NE
MB3774	 -	NE	NE	NE	NE
MB3775C	 -	NE	NE	NE	NE
MB3776C	 -	NE	NE	NE	S
MB3777	 -	NE	NE	NE	S
MB3778C	 -	NE	ES	AMB	U
MB3779C	 -	ES	ES	ES	U
MB3780	 tyrA	NE	ES	ES	NE
MB3781C	 -	NE	NE	NE	NE
MB3782C	 proZ	NE	NE	NE	NE
MB3783C	 proW	NE	NE	NE	U
MB3784C	 proV	NE	NE	NE	NE
MB3785C	 proX	NE	NE	NE	NE
MB3786	 -	NE	NE	NE	NE
MB3787C	 fadE36	NE	NE	NE	NE
MB3788C	 -	NE	NE	NE	U
MB3789	 lpqH	ES	AMB	NE	ES
MB3790C	 -	NE	ES	ES	NE
MB3791C	 -	NE	NE	NE	NE
MB3792	 -	NE	NE	NE	NE
MB3793C	 -	NE	NE	NE	NE
MB3794	 -	NE	NE	NE	S
MB3795	 -	NE	ES	NE	NE
MB3796C	 -	NE	NE	NE	S
MB3797C	 -	NE	NE	NE	S
MB3798C	 -	NE	NE	NE	S
MB3799C	 -	NE	NE	NE	S
MB3800	 hisC2	NE	NE	NE	NE
MB3801C	 -	NE	NE	NE	NE
MB3802C	 -	NE	NE	NE	NE
MB3803	 echA21	NE	NE	NE	NE
MB3804	 lipE	NE	NE	NE	U
MB3805	 -	NE	NE	NE	S
MB3806	 -	ES	NE	NE	ES
MB3807C	 -	NE	ES	ES	NE
